GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Number of Wells,GCCS Capacity (cfm),Passive Venting/Flaring?
1004543,2093,Little Rock City SW Landfill,AR,City of Little Rock Landfill; Little Rock Municipal Landfill,10803 Ironton Cut Off Road,Little Rock,Pulaski,72206,34.65129,-92.30241,Yes,Public,"City of Little Rock, AR","City of Little Rock, AR",1976,2073,Open,110,49.6,240,100,"7,751,457","3,954,965",2022,"131,461",2022,Yes,Several times per year,No,1.52,Yes,0.405,2022,37.7,Yes,,0.405,2022,16,1200,No
1004480,11421,Mississippi County LF,AR,,1695 East CR-506,Luxora,Mississippi,72358,35.78,-89.97,No,Public,"Mississippi County, AR",,1980,2087,Open,96.5,27,,,,"2,628,317",2022,"105,588",2022,Yes,Several times per year,No,0.932,No,,,,No,,,,,,No
1005898,2293,Modelfill Landfill,AR,Worth James Landfill,3817 Mabelvale Pike,Little Rock,Pulaski,72204,34.7124,-92.3318,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1980,2012,Closed,116.4,116,,,"5,657,857","5,597,448",2011,"72,310",2011,No,Not used,No,0.922,Yes,0.588,2022,46,Yes,1,0.588,2022,110,1600,No
1006470,11543,NABORS Landfill,AR,North Arkansas Board of Regional Sanitation Landfill,1320 RLH Landfill Road,Mountain Home,Baxter,72653,36.4639,-92.45196,No,Public,Ozark Mountain Solid Waste District,,,2012,Closed,56,,,,"1,672,800",,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1005319,11280,Northeast AR RSWMD Landfill Phases 2 & 3,AR,,1810 Greene 890 Road,Paragould,Greene,72450,36.085,-90.4539,No,Public,Northeast AR RSWMD,,1979,2031,Open,,207.4,,,"3,922,300","3,047,929",2022,"103,722",2022,No,Not used,No,1.02,No,,,,No,,,,,,No
1007681,2284,Ozark Ridge Landfill,AR,Yell County Landfill,"10140 Ozark Ridge Access Lane
County Road 47 (South New Hope Road) and Hwy 7",Danville,Yell,72833,35.09,-93.2079,No,Private,WM,WM,1986,2057,Open,66,46.2,,80,"6,658,931","3,387,180",2022,"91,848",2022,Yes,Several times per year,No,1.21,Yes,0.557,2022,48,Yes,1,0.557,2022,36,2000,No
1004544,11545,"Rolling Meadows Landfill, Inc.",AR,,1420 Hamric Road,Hazen,Prairie,72064,34.8476,-91.59002,No,Private,GFL Environmental USA Inc.,,1991,2096,Open,105,40,80,40,"26,993,821","4,160,963",2022,"133,211",2022,No,Not used,No,1.67,No,,,,No,,,,,,Yes
1006513,11548,Saline County RWMD LF,AR,Benton LF,18511 W. Sardis Road,Bauxite,Saline,72011,34.5606,-92.4818,No,Private,"Republic Services, Inc.",,1992,2042,Open,,51.5,,,"8,075,586","5,233,914",2022,"245,075",2022,No,Not used,No,1.41,Yes,0.713,2022,50,Yes,1,0.713,2022,63,2200,No
1007614,20802,Shannon Road Landfill,AR,,7700 Shannon Road,Pine Bluff,Jefferson,71603,34.204169,-92.09412,No,Private,WM,,1976,1991,Closed,,38.5,,,"2,443,918","2,443,913",1991,"143,760",1991,No,Not used,No,,No,,,,No,,,,,,No
1007896,2043,Two Pine Landfill,AR,Phase 1 and Phase 2,100 Two Pine Drive,North Little Rock,Pulaski,72117,34.8371,-92.1497,No,Private,WM,WM,1981,2063,Open,145,85,,93,"32,836,670","14,766,106",2022,"358,863",2022,Yes,Several times per year,No,,Yes,2.134,2022,53.4,Yes,1,0.672,2022,144,4700,No
1004479,2401,Union County Recycling & Disposal Facility,AR,,3083 Smackover Highway,El Dorado,Union,71730,33.32,-92.6855,No,Private,GFL Environmental USA Inc.,,1988,2061,Open,69,22.8,,85,"9,366,810","3,825,635",2022,"170,545",2022,No,Not used,No,1.532,Yes,0.518,2022,41.8,Yes,1,0.518,2022,46,1100,No
1005440,11549,Upper Southwest RSWMD,AR,,319 Landfill Road,Nashville,Howard,71852,34.075,-93.868,No,Public,Upper SW Arkansas RSWMD,,1994,2038,Open,58.3,30.2,,,"4,125,583","2,088,113",2022,"111,926",2022,No,Not used,No,0.767,No,,,,No,,,,,,No
1006280,1768,27th Avenue Landfill,AZ,,3060 S. 27th Avenue,Phoenix,Maricopa,85009,33.42,-112.1168,No,Public,"City of Phoenix, AZ","City of Phoenix, AZ",1978,1995,Closed,,147.8,100,,"10,727,362","10,727,362",1995,"55,512",1995,No,Not used,No,1.141,Yes,0.917,2022,26,Yes,,0.917,2022,121,2400,No
,20766,Apache County Regional Landfill - Blue Hills,AZ,Blue Hills Regional Landfill; St. Johns MSWLF,"Highway 191
3 mi NE of St. Johns",St. Johns,Apache,85936,34.529,-109.312,No,Public,"Apache County, AZ",Blue Hills Environmental Association,1990,,Open,,,,,,,,"44,365",2014,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1004003,1773,Apache Junction LF,AZ,Tomahawk; Pinal County,4050 South Tomahawk Road,Apache Junction,Pinal,85219,33.37893,-111.52877,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1972,2035,Open,,96.3,,,"17,510,887","10,324,092",2022,"314,245",2022,Yes,Several times per year,No,1.6,Yes,0.888,2022,45.2,Yes,,0.888,2022,44,1700,No
1007815,1783,Butterfield Station Landfill,AZ,,40404 S. 99th Avenue,Mobile,Maricopa,85139,33.08,-112.2757,No,Private,WM,WM,1990,2105,Open,691.4,203,190,,"227,127,477","44,000,640",2022,"1,443,547",2022,No,Not used,No,8.93,Yes,1.261,2022,43,Yes,2,1.261,2022,52,1600,No
1006201,12210,Cactus Landfill,AZ,,22481 East Deep Well Ranch Road,Florence,Pinal,85132,32.7679,-111.3223,No,Private,"Republic Services, Inc.",,2004,2490,Open,,41.4,,,"179,948,299","5,472,139",2022,"271,092",2022,Yes,Several times per year,No,0.818,Yes,0.123,2022,44,Yes,,0.123,2022,10,2000,No
,21259,Casa Grande Landfill,AZ,,"5200 S. ChuiChu Road
3.2 miles S of City",Casa Grande,Pinal,85230,32.830049,-111.763015,No,Public,"City of Casa Grande, AZ","City of Casa Grande, AZ",1949,,Open,,106,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1003466,20787,Cave Creek MSW Landfill,AZ,,3955 E. Carefree Highway,Cave Creek,Maricopa,85331,33.79,-111.997,No,Public,"Maricopa County, AZ",,1984,1999,Closed,,,,,"1,625,749","1,625,749",1999,"22,598",1999,No,Not used,No,,No,,,,No,,,,,,No
1004132,1782,Cinder Lake MSW LF,AZ,,6770 E. Cinder Lake Landfill Road,Flagstaff,Coconino,86004,35.307,-111.517,No,Public,"City of Flagstaff, AZ","City of Flagstaff, AZ",1965,2062,Open,247,110,,50,"12,948,115","5,678,442",2022,"119,005",2022,No,Not used,No,1.09,No,,,,No,,,,,,No
1007279,1781,City of Chandler Landfill,AZ,,3850 South McQueen Road,Chandler,Maricopa,85286,33.251,-111.8251,No,Public,"City of Chandler, AZ","Republic Services, Inc.",1981,2005,Closed,,56,45,,,"2,100,000",2001,"98,000",1998,Unknown,Not used,No,0.538,Yes,0.448,2012,36.8,Yes,,0.448,2012,58,900,No
1003683,1787,City of Glendale Municipal Landfill,AZ,,11480 W Glendale Avenue,Glendale,Maricopa,85307,33.5364,-112.3065,No,Public,"City of Glendale, AZ","City of Glendale, AZ",1973,2061,Open,260,141.6,,,"33,661,993","12,305,865",2022,"415,859",2022,Yes,Occasionally but not every year,No,2.732,Yes,1.697,2022,39.2,Yes,,1.697,2022,96,2100,No
,20767,Cochise County Western Regional Landfill,AZ,,2595 N. Sagebrush Road,Huachuca City,Cochise,85616,31.718,-110.288,No,Public,"Cochise County, AZ","Cochise County, AZ",2001,,Open,,,,,"4,739,984",,,"68,812",2014,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,1784,Cocopah Landfill,AZ,,"16500 S. Avenue C
1/2 mi E of County 16 & S. Avenue C",Somerton,Yuma,85350,32.5915,-114.6713,No,Private,Cocopah Indian Tribe,"Republic Services, Inc.",,2000,Closed,160,138,,,,"2,500,000",2000,"100,000",1998,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007963,2414,Copper Mountain Landfill,AZ,Copper State Recycling,34853 East County 12th Street,Wellton,Yuma,85356,32.64606,-114.04372,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1995,2238,Open,510,66.3,,,"61,410,511","7,452,833",2022,"280,241",2022,No,Not used,No,1.4,Yes,0.452,2022,53.6,Yes,,0.452,2022,15,1000,No
,2335,Deer Valley Landfill,AZ,Cave Creek Golf Course,15202 N 19th Avenue,Phoenix,Maricopa,85023,33.621,-112.0996,No,Public,"City of Phoenix, AZ",,,1972,Closed,,,,,,,,,,Unknown,Not used,No,,Yes,,,,Yes,,,,,,Unknown
,2390,Dudleyville Landfill,AZ,,8195 North Highway 177,Winkelman,Pinal,85292,32.9997,-110.7879,No,Public,Pinal County,WM,,,Open,,,,,"463,050","8,902",2001,,,Unknown,Not used,No,,No,,,,Unknown,,,,,,Unknown
1013630,20753,Durham Regional Landfill,AZ,RAD Landfill; Right Away Disposal Landfill,"22316 S. Harmon Road
6 miles north and 3 miles east of the I-10 Red Rock Interchange (Exit 226)",Florence,Pinal,85132,32.68,-111.291,No,Private,Waste Connections Inc. - Central Region,Right Away Disposal,2015,2029,Open,184,,,,"28,595,171","2,943,972",2022,"367,392",2022,Yes,Several times per year,No,,No,,,,No,,,,,,No
1007862,2194,Gray Wolf Regional Landfill,AZ,Grey Wolf Landfill,"23355 East Highway 169
Mile Post 11",Dewey,Yavapai,86327,34.5167,-112.0483,No,Private,WM,WM,1993,2140,Open,172.2,67.2,,,"25,159,786","4,757,374",2022,"172,040",2022,No,Not used,No,1.23,Yes,,,,Yes,1,,,,700,No
1002450,1769,Harrison Landfill,AZ,,9245 East Irvington Road,Tucson,Pima,85730,32.1627,-110.7902,No,Public,"City of Tucson, AZ","City of Tucson, AZ",1972,1997,Closed,70,64.7,50,,,"2,250,000",,,,Unknown,Not used,No,0.882,Yes,0.382,2012,26,Yes,,0.382,2012,34,250,No
,1785,Huachuca City Landfill,AZ,,600 Skyline Drive,Huachuca,Cochise,85616,31.637,-110.329,No,Public,"City of Huachuca, AZ","City of Huachuca, AZ",,,Open,66,,,,"1,644,682","1,200,000",1998,"26,725",2014,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1003612,2391,Ironwood Landfill,AZ,Adamsville Landfill,12720 East Highway 287,Florence,Pinal,85232,33.0077,-111.4316,No,Private,WM,WM,1971,2023,Closed,,36.2,,,"2,037,705","1,773,816",2022,"14,920",2019,No,Not used,No,0.427,No,,,,No,,,,,,No
1004056,2411,La Paz County Landfill,AZ,,"26999 Highway 95
Mile Post 128",Parker,La Paz,85344,33.951822,-114.216539,No,Public,County of La Paz,"Republic Services, Inc.",1990,2023,Closed,,29,,,"23,888,713","4,273,418",2022,"182,676",2022,Yes,Several times per year,No,0.62,No,,,,No,,,,,,No
1004093,2412,Lake Havasu Landfill,AZ,,3251 East Chenoweth Drive,Lake Havasu City,Mohave,86404,34.5463,-114.339,No,Public,City of Lake Havasu,"Republic Services, Inc.",1971,2068,Open,,,,,"9,345,323","2,462,587",2022,"83,731",2022,No,Not used,No,,No,,,,Unknown,,,,,,No
1007543,12205,Lone Cactus Landfill,AZ,,21402 N. 7th Street,Phoenix,Maricopa,85024,33.682456,-112.065633,No,Public,State of Arizona Land Department,WM,1981,2013,Closed,196,196,,,,"11,158,328",2013,"63,240",2013,No,Not used,No,2.9,No,,,,No,,,,,,Yes
1002799,1770,Los Reales Landfill,AZ,,5300 E. Los Reales Road,Tucson,Pima,85756,32.1192,-110.88,No,Public,"City of Tucson, AZ","City of Tucson, AZ",1967,2089,Open,428,222.6,115,,"71,012,154","24,816,670",2022,"734,702",2022,Yes,Occasionally but not every year,No,4.03,Yes,1.023,2022,41.1,Yes,,1.023,2022,34,2690,Yes
1013218,21213,Marana Regional Landfill,AZ,,14508 West Avra Valley Road,Marana,Pima,85653,32.410302,-111.283295,No,Private,WM,,2013,2224,Open,415,,,,"100,320,234","3,404,067",2022,"429,673",2022,No,Not used,No,,No,,,,No,,,,,,No
1004980,2413,Mohave Valley Landfill,AZ,Bullhead,3999 El Rodeo Road,Fort Mohave,Mohave,86426,35.022082,-114.512929,No,Public,"Mohave County Development Services, AZ","Republic Services, Inc.",1990,2024,Open,,,,,"9,046,359","1,942,350",2022,"92,131",2022,No,Not used,No,,Yes,0.219,2022,36.4,Yes,1,0.219,2022,11,650,No
1003046,1800,North Center Street Landfill,AZ,,"2799 North Center Street
13602 E. Beeline Highway",Scottsdale,Maricopa,85256,33.478376,-111.828971,No,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),Salt River Pima-Maricopa Indian Community (SRP-MIC),1970,1992,Closed,,30,,,,"2,206,102",1992,"95,918",1992,No,Not used,No,1.05,Yes,0.144,2023,26,Yes,,0.144,2023,10,500,No
1000031,1786,Northwest Regional MSW Landfill,AZ,,19401 W. Deer Valley Road,Surprise,Maricopa,85387,33.678,-112.481,No,Private,WM,WM,1983,2090,Open,792,133.3,,127,"145,287,166","25,268,077",2022,"1,344,852",2022,No,Occasionally but not every year,No,3.991,Yes,1.929,2022,51.6,Yes,1,0.832,2022,61,2866,No
1003611,1771,Painted Desert Landfill,AZ,Pen-Rob Landfill,9001 N. Porter Avenue,Joseph City,Navajo,86032,34.998,-110.3347,No,Private,WM,WM,1988,2232,Open,275,65,,,"34,125,579","3,765,596",2022,"94,539",2022,No,Not used,No,0.953,Yes,0.139,2022,41,Yes,1,0.139,2022,8,650,No
1003467,1788,Queen Creek MSW Landfill,AZ,,20224 E Riggs Road,Queen Creek,Maricopa,85142,33.2195,-111.6469,No,Public,"Maricopa County, AZ","Republic Services, Inc.",1972,2007,Closed,,70,,,"4,267,841","4,217,096",2007,"137,812",2007,No,Not used,No,1.28,No,,,40,No,,,,,,Yes
,1789,Rio Rico MSW Landfill,AZ,,1500 W. Frontage Road,Rio Rico,Santa Cruz,85648,31.5194,-111.0186,No,Public,"Santa Cruz County, AZ","Santa Cruz County, AZ",1981,2041,Open,25,25,,188,"1,929,119","1,042,941",2011,"49,000",2018,Unknown,Not used,No,,Yes,0.36,2017,30,Yes,1,0.36,2017,1,,Unknown
1002831,1798,Salt River Landfill,AZ,,4660 N. Beeline Highway,Scottsdale,Maricopa,85256,33.508775,-111.778214,No,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),Salt River Pima-Maricopa Indian Community (SRP-MIC),1993,2032,Open,144,138.5,,,"22,996,430","15,760,884",2022,"420,664",2022,Yes,Occasionally but not every year,Yes,2.983,Yes,2.075,2022,41.2,Yes,,2.075,2022,68,4000,Yes
,2392,Sierra Estrella Landfill,AZ,,"22087 North Ralston Road
3 mi NW of town on State Route 238",Maricopa,Pinal,85239,33.08,-112.1253,No,Private,WM,WM,1994,2000,Closed,,27.1,,,"16,100,000",,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004261,1790,Skunk Creek Landfill,AZ,,3165 W. Happy Valley Road,Phoenix,Maricopa,85027,33.71276,-112.12764,No,Public,"City of Phoenix, AZ","City of Phoenix, AZ",1973,2005,Closed,686,422.9,,,"16,125,406","16,125,406",2005,"1,011,198",2005,No,Not used,No,1.866,Yes,1.39,2022,31,Yes,,1.39,2022,268,3200,No
1006485,20695,South Yuma County Landfill,AZ,,19536 S. Avenue 1 E,Yuma,Yuma,85365,32.5689,-114.61613,No,Private,"CR&R, Inc.",,2001,2080,Open,,19.5,,,"27,157,867","3,639,904",2021,"229,252",2021,Yes,At least once per year,No,0.515,No,,,,No,,,,,,No
1004240,1772,Southwest Regional Landfill,AZ,Buckeye,24427 S Highway 85,Buckeye,Maricopa,85326,33.2222,-112.6371,No,Public,Buckeye Pollution Control Corp. (BPCC),"Republic Services, Inc.",1997,2146,Open,305,101,,,"120,020,542","16,034,878",2022,"750,764",2022,No,Not used,No,2.43,Yes,0.237,2022,35.3,Yes,,0.237,2022,38,3000,No
1004121,12141,State Route 85 Landfill,AZ,,28633 W. Patterson Road,Buckeye,Maricopa,85326,33.178917,-112.66485,No,Public,"City of Phoenix, AZ","City of Phoenix, AZ",2006,2100,Open,368,94,,,"29,510,617","15,687,676",2022,"1,134,607",2022,Yes,Occasionally but not every year,No,2.278,Yes,1.455,2022,46.6,Yes,3,1.455,2022,129,3600,Yes
1004876,1791,Tangerine Road MSW Landfill,AZ,,10220 W. Tangerine Road,Marana,Pima,85653,32.41944,-111.1833,No,Public,"Pima County, AZ","Pima County, AZ",1984,2013,Closed,,53,114,94,"3,715,590","3,545,055",2013,"121,718",2013,No,Not used,No,,No,,,,No,,,,,,Yes
1003229,1799,Tri-Cities Landfill,AZ,,11630 North Beeline Highway,Scottsdale,Maricopa,85256,33.476,-111.8295,No,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),Salt River Pima-Maricopa Indian Community (SRP-MIC),1972,1993,Closed,,230,,,,"11,500,000",1993,,,Unknown,Not used,No,,Yes,0.792,2023,50.5,Yes,,0.792,2023,110,4450,No
,1,Vincent Mullins Landfill,AZ,,East Speedway Boulevard,Tucson,Pima,85715,32.241022,-110.838658,No,Public,"City of Tucson, AZ","City of Tucson, AZ",1976,1987,Closed,,32.4,75,75,,"1,320,000",1987,"120,000",1987,Unknown,Not used,No,,Yes,0.75,,40.9,Yes,,0.75,,,,Unknown
,36,Acme LF,CA,,950 Waterbird Way,Martinez,Contra Costa,94553,38.034,-122.09056,No,Private,Acme Fill Corporation,Acme Fill Corporation,1954,2003,Closed,516,,80,,,"10,800,000",2002,"19,210",,Unknown,Not used,No,,Yes,1.8,,50,Yes,,,,,,Unknown
,37,Aerojet Liquid Rocket Company LF,CA,Aerojet Class III Solid Waste LF,,Rancho Cordova,Sacramento,95670,38.58333,-121.3,No,Private,Aerojet,Aerojet,,,Unknown,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004335,349,All Purpose Landfill,CA,Santa Clara County LF; City of Santa Clara LF,5401 Lafayette Street,Santa Clara,Santa Clara,95054,37.41639,-121.97056,No,Public,"City of Santa Clara, CA","City of Santa Clara, CA",1962,1993,Closed,,210,50,,"5,501,512","5,158,633",1993,"160,966",1993,No,Not used,No,1.21,Yes,0.279,2022,42.6,Yes,1,0.067,2022,74,300,No
1006197,179,Allied Imperial Landfill,CA,Republic Imperial Landfill; MALS Properties,104 East Robinson Road,Imperial,Imperial,92251,32.858,-115.526,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1971,2083,Open,162,,,,"13,952,388","5,252,478",2022,"89,722",2022,No,Not used,No,,Yes,0.022,2022,42.8,Yes,,0.022,2022,37,600,No
1007699,39,Altamont Landfill & Resource Recovery Facility,CA,,10840 Altamont Pass Road,Livermore,Alameda,94551,37.75,-121.65667,No,Private,WM,WM,1980,2051,Open,426,237.3,300,175,"119,799,566","68,280,716",2022,"1,487,099",2022,No,Not used,No,9.026,Yes,6.061,2022,44.4,Yes,2,,,184,13122,No
,40,Alturas SLF,CA,,"Alturas Dump Road
off Westside Road",Alturas,Modoc,96101,41.45861,-120.56556,No,Public,"Modoc County, CA","Modoc County, CA",,2028,Open,27.5,,,,,"33,872",,0,2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,41,Amador County SLF,CA,,6500 Buena Vista Road,Ione,Amador,95640,38.30315,-120.91147,No,Public,"Amador County, CA",Amador Disposal Service Inc,,2004,Closed,114,,,,,"1,013,553",,430,2004,Unknown,Not used,No,,Yes,0.27,2013,,Yes,,0.27,2013,,,Unknown
1004417,42,American Avenue Landfill,CA,,18950 West American Avenue,Kerman,Fresno,93630,36.66171,-120.1457,No,Public,"Fresno County, CA","Fresno County, CA",1971,2044,Open,367,246,,100,"26,838,800","17,077,591",2022,"701,069",2022,Yes,Several times per year,No,3.831,Yes,2.647,2022,46.1,Yes,2,2.647,2022,132,4216,No
1004465,44,American Canyon SLF,CA,,End of Eucalyptus Drive,American Canyon,Napa,94503,38.18056,-122.27556,No,Public,Napa-Vallejo Waste Management Authority,Napa-Vallejo Waste Management Authority,1966,1995,Closed,,103.3,60,,"4,830,052","4,830,026",1995,"154,826",1995,No,Not used,No,1.29,Yes,0.443,2022,31.4,Yes,,0.443,2022,76,800,No
1007839,45,Anderson Landfill,CA,Anderson Solid Waste Disposal Site,18703 Cambridge Road,Anderson,Shasta,96007,40.45,-122.283334,No,Private,WM,WM,1977,2076,Open,165,76.2,,,"14,872,511","5,555,404",2022,"187,063",2022,No,Occasionally but not every year,No,1.755,Yes,0.971,2022,44.1,Yes,1,0.971,2022,45,1500,No
,46,Annapolis LF,CA,,,Annapolis,Sonoma,95412,38.716667,-123.366667,No,Public,"Sonoma County, CA","Sonoma County, CA",,1995,Closed,4,,,,,"45,289",,"2,646",1994,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007710,47,Antelope Valley Recycling and Disposal Facility,CA,Palmdale Landfill,1200 W. City Ranch Road,Palmdale,Los Angeles,93551,34.56768,-118.14994,No,Private,WM,WM,1958,2034,Open,123,82.7,,147,"23,693,955","12,645,970",2022,"836,946",2022,No,Not used,No,2.381,Yes,2.113,2022,44.9,Yes,1,2.113,2022,85,2083,No
,48,Anza Disposal Site,CA,,,Anza,Riverside,92539,33.55,-116.666667,No,Public,"Riverside County, CA","Riverside County, CA",,1999,Closed,40,,,,,"381,600",,814,1998,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,49,Apple Valley Disposal Site,CA,,Yucca Loma Road,Apple Valley,San Bernardino,92307,34.5,-117.11,No,Public,"San Bernardino County, CA","San Bernardino County, CA",1964,1997,Closed,38,,,50,"813,000","609,750",,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,1942,Arizona Street LF,CA,,,San Diego,San Diego,,,,No,Public,"City of San Diego, CA","City of San Diego, CA",1952,1974,Closed,68,,,,,"1,940,000",1974,,,Unknown,Not used,No,,Yes,0.43,2012,33,Yes,1,,,79,,Unknown
1002689,50,Arvin SLF,CA,,5500 North Wheeler Ridge Road,Arvin,Kern,93203,35.1905,-118.9145,Yes,Public,"Kern County, CA","Kern County, CA",1971,2003,Closed,142,126.8,50,50,"4,171,392","4,171,392",,"71,250",2002,Unknown,Not used,No,0.925,Yes,0.402,2012,34.4,Yes,1,0.402,2012,17,600,No
,351,Ascon & Desser Landfills,CA,Ascon LF,,Wilmington,Los Angeles,,33.798068,-118.238409,No,Private,Desser; Watson Energy Systems,,1964,1978,Closed,62,,100,,,"3,600,000",,0,,Unknown,Not used,No,,Yes,1,,50,Yes,,,,,,Unknown
,51,Austin Road Landfill,CA,,9999 South Austin Road,Manteca,San Joaquin,95336,37.7795,-121.1767,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1954,,Closed,123.9,,35,35,"30,624,000","7,354,000",2002,"1,232,753",2004,Unknown,Not used,No,,Yes,0.5,,50,Yes,,,,21,,Unknown
1003328,52,Avenal Regional Landfill,CA,,"201 North Hydril Road
1200 Skyline Boulevard",Avenal,Kings,93204,36.01195,-120.11535,No,Public,"City of Avenal, CA","Waste Connections, Inc.",1976,2108,Open,123.2,56.2,,,"20,803,536","5,138,236",2022,"235,365",2022,Yes,Several times per year,No,1.2,Yes,0.716,2022,39.6,Yes,,0.716,2022,32,1500,No
1007682,53,"Azusa Land Reclamation Company, Inc.",CA,,1211 W. Gladstone Street,Azusa,Los Angeles,91702,34.1159,-117.929,No,Private,WM,WM,1968,1991,Closed,302,135.5,180,,"18,420,000","7,900,000",,,,No,Not used,No,5.822,Yes,2.694,2022,29.9,Yes,4,2.694,2022,167,4000,No
1000046,55,Badlands SLF,CA,,31125 Ironwood Avenue,Moreno Valley,Riverside,92555,33.95349,-117.11758,No,Public,"Riverside County, CA","Riverside County, CA",1966,2059,Open,141,109.6,,140,"66,150,000","17,918,231",2022,"819,537",2022,No,Not used,No,4.079,Yes,2.871,2022,41.5,Yes,2,2.871,2022,139,3250,No
,57,Baker Refuse Disposal Site,CA,,72799 Soda Baker Road,Baker,San Bernardino,92309,35.233,-116.061,No,Public,"San Bernardino County, CA",Recology,1963,1997,Closed,10,,,40,,"158,794",,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007654,11260,Bakersfield City Landfill,CA,,4200 Panorama Drive,Bakersfield,Kern,93306,35.41418,-118.94949,No,Public,"City of Bakersfield, CA","City of Bakersfield, CA",1956,1983,Closed,,85,,,,,,,,Unknown,Not used,No,0.583,Yes,0.196,2012,27.5,Yes,,0.196,2012,67,400,No
1002896,58,Bakersfield Metropolitan SLF (BENA),CA,,"2951 Neumarkel Road
17 miles E of Bakersfield, off Hwy 58",Edison,Kern,93220,35.34387,-118.75847,No,Public,"Kern County, CA","Kern County, CA",1992,2043,Open,229,114.5,200,100,"48,847,299","12,413,341",2022,"511,012",2022,Yes,Several times per year,No,2.087,Yes,1.831,2022,52,Yes,1,1.831,2022,78,2200,No
,59,Balance Rock Disposal Site,CA,,,Balance Rock,Tulare,93207,35.883334,-118.666667,No,Public,"Tulare County, CA","Tulare County, CA",,1998,Closed,10,,,,,"9,300",,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004406,60,Barstow Sanitary Landfill,CA,,32553 Barstow Road,Barstow,San Bernardino,92311,34.83389,-117.02,Yes,Public,"San Bernardino County, CA","San Bernardino County, CA",1963,2071,Open,331,43.4,,75,"50,431,080","3,092,102",2022,"86,955",2022,Yes,Occasionally but not every year,No,0.55,Shutdown,0.122,2018,,Yes,,0.122,2018,57,500,No
,194,Bass Hill LF,CA,Lassen County LF,"469-700 Johnstonville Dump Road
off Hwy 395",Johnstonville,Lassen,96130,40.35281,-120.55508,No,Public,"Lassen Regional Solid Waste Management Authority, CA","Lassen Regional Solid Waste Management Authority, CA",1974,2032,Open,45,,,,,"351,480",2011,"22,457",2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,61,Beale Air Force Base SLF,CA,,,Beale Air Force Base,Yuba,95903,39.1,-121.4,No,Public,United States Air Force,United States Air Force,,1997,Closed,40,,,,,"389,440",,0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,63,Ben Lomond Solid Waste Disposal Site,CA,Ben Lomond LF,9835 Newell Creek Road,Ben Lomond,Santa Cruz,95005,37.09375,-122.07535,No,Public,"Santa Cruz County, CA","Santa Cruz County, CA",1951,1995,Closed,24,24,100,65,,"1,200,000",1995,0,,Unknown,Not used,No,,Yes,0.12,,50,Yes,,0.12,,,,Unknown
,64,Benton Crossing SLF,CA,,899 Pit Road,Whitmore Hot Springs,Mono,93512,37.68748,-118.78128,No,Public,Los Angeles Department of Water & Power (LADWP),"Mono County, CA",,2012,Closed,90,,,,,"246,000",,"27,652",2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,65,Benton SLF,CA,,400 Christie Lane,Benton,Mono,93514,37.81825,-118.4686,No,Public,United States Bureau of Land Management,"Mono County, CA",,2027,Open,10,,,,,"100,000",2004,"28,605",2003,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
